text,label
আজ আবহাওয়া ভালো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আজ আবহাওয়া ভালো,Bengali
আমি বাড়ি যাচ্ছি,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আমি বাড়ি যাচ্ছি,Bengali
তুমি কোথায় যাচ্ছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আমি বাড়ি যাচ্ছি,Bengali
তুমি কেমন আছো,Bengali
আমি বাড়ি যাচ্ছি,Bengali
আজ আবহাওয়া ভালো,Bengali
আজ আবহাওয়া ভালো,Bengali
আমরা স্কুলে যাচ্ছি,Bengali
আমি বাড়ি যাচ্ছি,Bengali
আমরা স্কুলে যাচ্ছি,Bengali
আমরা স্কুলে যাচ্ছি,Bengali
তুমি কোথায় যাচ্ছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
সে বই পড়ছে,Bengali
আমি বাড়ি যাচ্ছি,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কেমন আছো,Bengali
সে বই পড়ছে,Bengali
তুমি কোথায় যাচ্ছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
তুমি কেমন আছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আমার নাম রাজু,Bengali
সে বই পড়ছে,Bengali
তুমি কেমন আছো,Bengali
তুমি কেমন আছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কেমন আছো,Bengali
আমার নাম রাজু,Bengali
আজ আবহাওয়া ভালো,Bengali
সে বই পড়ছে,Bengali
সে বই পড়ছে,Bengali
আমি বাড়ি যাচ্ছি,Bengali
তুমি কেমন আছো,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কেমন আছো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
আমার নাম রাজু,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কোথায় যাচ্ছো,Bengali
সে বই পড়ছে,Bengali
আমরা স্কুলে যাচ্ছি,Bengali
সে বই পড়ছে,Bengali
আজ আবহাওয়া ভালো,Bengali
সে বই পড়ছে,Bengali
আমি বাড়ি যাচ্ছি,Bengali
তুমি কোথায় যাচ্ছো,Bengali
সে বই পড়ছে,Bengali
তুমি কেমন আছো,Bengali
সে বই পড়ছে,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কেমন আছো,Bengali
তুমি কেমন আছো,Bengali
তুমি কেমন আছো,Bengali
আজ আবহাওয়া ভালো,Bengali
সে বই পড়ছে,Bengali
সে বই পড়ছে,Bengali
আজ আবহাওয়া ভালো,Bengali
তুমি কেমন আছো,Bengali
আমার নাম রাজু,Bengali
সে বই পড়ছে,Bengali
তুমি কোথায় যাচ্ছো,Bengali
সে বই পড়ছে,Bengali
আজ আবহাওয়া ভালো,Bengali
આજે વાતાવરણ સારું છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે કેમ છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે કેમ છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે કેમ છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે કેમ છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે કેમ છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તમે કેમ છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે કેમ છો,Gujarati
તમે કેમ છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે કેમ છો,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
તમે કેમ છો,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે કેમ છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે કેમ છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તે પુસ્તક વાંચી રહી છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
તમે કેમ છો,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
હું ઘરે જઈ રહ્યો છું,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
અમે શાળાએ જઈ રહ્યા છીએ,Gujarati
આજે વાતાવરણ સારું છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
મારું નામ રાકેશ છે,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
તમે ક્યાં જઈ રહ્યા છો,Gujarati
तू कुठे जात आहेस,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
तू कुठे जात आहेस,Marathi
मी घरी जात आहे,Marathi
माझं नाव राहुल आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
माझं नाव राहुल आहे,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कुठे जात आहेस,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कुठे जात आहेस,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
माझं नाव राहुल आहे,Marathi
तू कसा आहेस,Marathi
तू कसा आहेस,Marathi
तू कुठे जात आहेस,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कसा आहेस,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
माझं नाव राहुल आहे,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
तू कसा आहेस,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
माझं नाव राहुल आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
आज हवामान छान आहे,Marathi
आपण शाळेत जात आहोत,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
माझं नाव राहुल आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कसा आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
माझं नाव राहुल आहे,Marathi
आज हवामान छान आहे,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कसा आहेस,Marathi
आज हवामान छान आहे,Marathi
आज हवामान छान आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कुठे जात आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
तू कसा आहेस,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
तू कसा आहेस,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कुठे जात आहेस,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कसा आहेस,Marathi
तू कसा आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
तू कसा आहेस,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
तू कसा आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
माझं नाव राहुल आहे,Marathi
आपण शाळेत जात आहोत,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
माझं नाव राहुल आहे,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
आज हवामान छान आहे,Marathi
तू कुठे जात आहेस,Marathi
तू कुठे जात आहेस,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
तू कुठे जात आहेस,Marathi
तू कसा आहेस,Marathi
तू कुठे जात आहेस,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
तू कुठे जात आहेस,Marathi
तू कसा आहेस,Marathi
आज हवामान छान आहे,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
तू कसा आहेस,Marathi
माझं नाव राहुल आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
तू कुठे जात आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
आपण शाळेत जात आहोत,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
माझं नाव राहुल आहे,Marathi
माझं नाव राहुल आहे,Marathi
तू कुठे जात आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आपण शाळेत जात आहोत,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
मी घरी जात आहे,Marathi
आज हवामान छान आहे,Marathi
ती पुस्तक वाचत आहे,Marathi
आपण शाळेत जात आहोत,Marathi
माझं नाव राहुल आहे,Marathi
तू कसा आहेस,Marathi
आपण शाळेत जात आहोत,Marathi
आज हवामान छान आहे,Marathi
तू कसा आहेस,Marathi
నేను ఇంటికి వెళ్తున్నాను,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నా పేరు రాజు,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నా పేరు రాజు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నా పేరు రాజు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నా పేరు రాజు,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నా పేరు రాజు,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నా పేరు రాజు,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
ఆమె పుస్తకం చదువుతోంది,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
మేము పాఠశాలకు వెళ్తున్నాము,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
నా పేరు రాజు,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నేను ఇంటికి వెళ్తున్నాను,Telugu
నా పేరు రాజు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
ఈ రోజు వాతావరణం బాగుంది,Telugu
నువ్వు ఎలా ఉన్నావు,Telugu
నా పేరు రాజు,Telugu
నువ్వు ఎక్కడికి వెళ్తున్నావు,Telugu
